"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"MYOZ2","HGNC:1330","https://search.clinicalgenome.org/kb/genes/HGNC:1330","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","","","","","disputing (10/27/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d74395ba-66ee-43c6-8d3c-c353bd8e5e82-2022-10-27T160000.000Z","Hereditary Cardiovascular Disease","","",""
"MYPN","HGNC:23246","https://search.clinicalgenome.org/kb/genes/HGNC:23246","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","","","","","disputing (06/14/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d992d892-856b-4f25-bab1-997f6493018c-2023-06-14T160000.000Z","Hereditary Cardiovascular Disease","","",""
"MYPN","HGNC:23246","https://search.clinicalgenome.org/kb/genes/HGNC:23246","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","limited evidence (03/05/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ffd924ad-55ce-4b05-8a91-584ef49b4e80-2025-03-05T050000.000Z","Dilated Cardiomyopathy","","",""
"MYPN","HGNC:23246","https://search.clinicalgenome.org/kb/genes/HGNC:23246","MYPN-related myopathy","MONDO:0015023","https://search.clinicalgenome.org/kb/conditions/MONDO:0015023","Autosomal recessive inheritance","","","","","definitive evidence (06/17/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6aeb67cc-c960-4511-a708-b0acadb34588-2020-06-17T194636.472Z","Congenital Myopathies","","",""
"MYSM1","HGNC:29401","https://search.clinicalgenome.org/kb/genes/HGNC:29401","bone marrow failure syndrome 4","MONDO:0020856","https://search.clinicalgenome.org/kb/conditions/MONDO:0020856","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (05/30/2025)","0 - No Evidence for Triplosensitivity (05/30/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29401","Dosage Working Group","definitive evidence (06/07/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ee22e44c-4239-47f4-b971-c8b5012b8a1c-2024-06-07T170000.000Z","SCID-CID","","",""
"MYT1L","HGNC:7623","https://search.clinicalgenome.org/kb/genes/HGNC:7623","syndromic intellectual disability","MONDO:0000508","https://search.clinicalgenome.org/kb/conditions/MONDO:0000508","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (03/09/2017)","0 - No Evidence for Triplosensitivity (03/09/2017)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7623","Dosage Working Group","definitive evidence (08/18/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_32897f25-e36a-4ec8-9401-0374a95e06a5-2020-08-17T220000.000Z","Intellectual Disability and Autism","","",""
"MYT1L","HGNC:7623","https://search.clinicalgenome.org/kb/genes/HGNC:7623","intellectual disability, autosomal dominant 39","MONDO:0014678","https://search.clinicalgenome.org/kb/conditions/MONDO:0014678","N/A","3 - Sufficient Evidence for Haploinsufficiency (03/09/2017)","0 - No Evidence for Triplosensitivity (03/09/2017)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7623","Dosage Working Group","","","","","",""
"MYZAP","HGNC:43444","https://search.clinicalgenome.org/kb/genes/HGNC:43444","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal recessive inheritance","","","","","moderate evidence (08/23/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_587dc3e6-fc9e-4802-8370-cbff25731f45-2024-08-23T160000.000Z","Dilated Cardiomyopathy","","",""
"NAA10","HGNC:18704","https://search.clinicalgenome.org/kb/genes/HGNC:18704","NAA10-related syndrome","MONDO:0100124","https://search.clinicalgenome.org/kb/conditions/MONDO:0100124","X-linked inheritance","1 - Little Evidence for Haploinsufficiency (08/09/2022)","0 - No Evidence for Triplosensitivity (08/09/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18704","Dosage Working Group","definitive evidence (09/01/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fcdd3d02-82f3-4ea3-a2b0-8ac2d4c40b1b-2020-09-02T040000.000Z","Intellectual Disability and Autism","","",""
"NAA15","HGNC:30782","https://search.clinicalgenome.org/kb/genes/HGNC:30782","syndromic intellectual disability","MONDO:0000508","https://search.clinicalgenome.org/kb/conditions/MONDO:0000508","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (04/13/2021)","0 - No Evidence for Triplosensitivity (04/13/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30782","Dosage Working Group","definitive evidence (01/05/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f9732e0c-1306-4fb5-b1b3-873258903e75-2022-01-05T170000.000Z","Intellectual Disability and Autism","","",""
"NACC1","HGNC:20967","https://search.clinicalgenome.org/kb/genes/HGNC:20967","NACC1-related neurodevelopmental disorder with epilepsy, cataracts and episodic irritability","MONDO:0800475","https://search.clinicalgenome.org/kb/conditions/MONDO:0800475","Autosomal dominant inheritance","","","","","definitive evidence (10/04/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bd05706d-fd13-4f5e-9063-f49d7bbefd97-2023-10-04T160000.000Z","Intellectual Disability and Autism","","",""
"NADK2","HGNC:26404","https://search.clinicalgenome.org/kb/genes/HGNC:26404","progressive encephalopathy with leukodystrophy due to DECR deficiency","MONDO:0014464","https://search.clinicalgenome.org/kb/conditions/MONDO:0014464","Autosomal recessive inheritance","","","","","moderate evidence (05/30/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_285bdfcd-10c2-48f9-9be9-d77894b26f19-2025-05-30T160000.000Z","Fatty Acid Oxidation Disorders","","",""
"NAF1","HGNC:25126","https://search.clinicalgenome.org/kb/genes/HGNC:25126","pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 7","MONDO:0957261","https://search.clinicalgenome.org/kb/conditions/MONDO:0957261","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (08/20/2024)","0 - No Evidence for Triplosensitivity (08/20/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25126","Dosage Working Group","definitive evidence (03/18/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_40f2a012-9098-4d27-9080-655ff76a1827-2025-03-18T100000.000Z","Interstitial Lung Disease","","",""
"NAF1","HGNC:25126","https://search.clinicalgenome.org/kb/genes/HGNC:25126","pulmonary fibrosis and/or bone marrow failure, telomere-related","MONDO:0000148","https://search.clinicalgenome.org/kb/conditions/MONDO:0000148","N/A","1 - Little Evidence for Haploinsufficiency (08/20/2024)","0 - No Evidence for Triplosensitivity (08/20/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25126","Dosage Working Group","","","","","",""
"NAGA","HGNC:7631","https://search.clinicalgenome.org/kb/genes/HGNC:7631","alpha-N-acetylgalactosaminidase deficiency","MONDO:0017779","https://search.clinicalgenome.org/kb/conditions/MONDO:0017779","Autosomal recessive inheritance","","","","","definitive evidence (09/29/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_94962878-05e3-4cc0-a6d7-e9cd86f49b1d-2022-09-29T160000.000Z","Lysosomal Diseases GCEP","","",""
"NAGLU","HGNC:7632","https://search.clinicalgenome.org/kb/genes/HGNC:7632","mucopolysaccharidosis type 3B","MONDO:0009656","https://search.clinicalgenome.org/kb/conditions/MONDO:0009656","Autosomal recessive inheritance","","","","","definitive evidence (08/22/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7ee5629a-f6c2-4187-a802-d570f7180478-2022-08-22T160000.000Z","Lysosomal Diseases GCEP","","",""
"NAGS","HGNC:17996","https://search.clinicalgenome.org/kb/genes/HGNC:17996","hyperammonemia due to N-acetylglutamate synthase deficiency","MONDO:0009377","https://search.clinicalgenome.org/kb/conditions/MONDO:0009377","Autosomal recessive inheritance","","","","","definitive evidence (07/26/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_33dcead1-e3d9-4427-98fd-05a655c8c213-2019-07-26T160000.000Z","Aminoacidopathy","Moderate Actionability (01/03/2023) | Strong Actionability (01/03/2023)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1056 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1056","Adult Actionability Working Group | Pediatric Actionability Working Group"
"NARS1","HGNC:7643","https://search.clinicalgenome.org/kb/genes/HGNC:7643","neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities","MONDO:0030837","https://search.clinicalgenome.org/kb/conditions/MONDO:0030837","Autosomal dominant inheritance","","","","","moderate evidence (03/06/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_42f31685-bea9-4543-9aef-ed80859be363-2024-03-06T170000.000Z","Syndromic Disorders","","",""
"NARS1","HGNC:7643","https://search.clinicalgenome.org/kb/genes/HGNC:7643","neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities","MONDO:0100348","https://search.clinicalgenome.org/kb/conditions/MONDO:0100348","Autosomal recessive inheritance","","","","","moderate evidence (03/06/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c46ba676-3297-4e2c-a88f-bc479c32de60-2024-03-06T170000.000Z","Syndromic Disorders","","",""
"NARS2","HGNC:26274","https://search.clinicalgenome.org/kb/genes/HGNC:26274","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","limited evidence (12/19/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8874861d-9d28-440d-a751-54c22df0d4ad-2019-12-19T190722.572Z","Mitochondrial Diseases","","",""
"NARS2","HGNC:26274","https://search.clinicalgenome.org/kb/genes/HGNC:26274","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal recessive inheritance","","","","","limited evidence (11/17/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9db16e79-4c14-437f-9723-749f99053d5c-2021-11-17T170000.000Z","Hearing Loss","","",""
"NAT8L","HGNC:26742","https://search.clinicalgenome.org/kb/genes/HGNC:26742","N-acetylaspartate deficiency","MONDO:0013549","https://search.clinicalgenome.org/kb/conditions/MONDO:0013549","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26742","Dosage Working Group","limited evidence (03/29/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_854ce0ef-7744-483d-87c7-b2dc436f9f0f-2024-03-29T160000.000Z","Aminoacidopathy","","",""
"NAXD","HGNC:25576","https://search.clinicalgenome.org/kb/genes/HGNC:25576","mitochondrial disease","MONDO:0044970","https://search.clinicalgenome.org/kb/conditions/MONDO:0044970","Autosomal recessive inheritance","","","","","definitive evidence (02/22/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eb15469f-f6a5-4f4e-b434-267c88c04fe3-2024-02-22T170000.000Z","Mitochondrial Diseases","","",""
"NAXE","HGNC:18453","https://search.clinicalgenome.org/kb/genes/HGNC:18453","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","limited evidence (04/09/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a062b287-a561-4c3e-942a-3379dee307c8-2021-04-09T142130.880Z","Mitochondrial Diseases","","",""
"NBAS","HGNC:15625","https://search.clinicalgenome.org/kb/genes/HGNC:15625","short stature-optic atrophy-Pelger-Huët anomaly syndrome","MONDO:0013889","https://search.clinicalgenome.org/kb/conditions/MONDO:0013889","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15625","Dosage Working Group","","","","","",""
"NBEA","HGNC:7648","https://search.clinicalgenome.org/kb/genes/HGNC:7648","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/26/2019)","0 - No Evidence for Triplosensitivity (06/26/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7648","Dosage Working Group","definitive evidence (12/02/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f40357db-6cc2-4240-8771-1206cd27298a-2020-12-02T170000.000Z","Intellectual Disability and Autism","","",""
"NBEAL2","HGNC:31928","https://search.clinicalgenome.org/kb/genes/HGNC:31928","gray platelet syndrome","MONDO:0007686","https://search.clinicalgenome.org/kb/conditions/MONDO:0007686","Autosomal recessive inheritance","","","","","definitive evidence (06/26/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ae8bd4d6-8810-423b-83e0-98667f06426d-2019-06-26T160000.000Z","Hemostasis Thrombosis","","",""
"NBN","HGNC:7652","https://search.clinicalgenome.org/kb/genes/HGNC:7652","Nijmegen breakage syndrome","MONDO:0009623","https://search.clinicalgenome.org/kb/conditions/MONDO:0009623","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (04/10/2024)","0 - No Evidence for Triplosensitivity (04/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7652","Dosage Working Group","definitive evidence (06/21/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_de6fa1fe-a86e-4f0d-8da8-7690debe9aec-2022-06-21T170000.000Z","Hereditary Cancer","","",""
"NBN","HGNC:7652","https://search.clinicalgenome.org/kb/genes/HGNC:7652","hereditary breast carcinoma","MONDO:0016419","https://search.clinicalgenome.org/kb/conditions/MONDO:0016419","Autosomal dominant inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (04/10/2024)","0 - No Evidence for Triplosensitivity (04/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7652","Dosage Working Group","refuting evidence (03/14/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fc101ed8-f6ae-49b8-8850-384da62eb9b9-2023-03-14T170000.000Z","Hereditary Cancer","","",""
"NCAPG2","HGNC:21904","https://search.clinicalgenome.org/kb/genes/HGNC:21904","Khan-Khan-Katsanis syndrome","MONDO:0032764","https://search.clinicalgenome.org/kb/conditions/MONDO:0032764","Autosomal recessive inheritance","","","","","limited evidence (05/30/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_47881134-f959-48b9-a66c-25bb1456e5a8-2023-05-30T160000.000Z","Syndromic Disorders","","",""
"NCF1","HGNC:7660","https://search.clinicalgenome.org/kb/genes/HGNC:7660","granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1","MONDO:0009309","https://search.clinicalgenome.org/kb/conditions/MONDO:0009309","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (10/10/2012)","0 - No Evidence for Triplosensitivity (10/10/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7660","Dosage Working Group","","","","","",""
"NCF2","HGNC:7661","https://search.clinicalgenome.org/kb/genes/HGNC:7661","granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2","MONDO:0009310","https://search.clinicalgenome.org/kb/conditions/MONDO:0009310","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7661","Dosage Working Group","","","","","",""
"NCF4","HGNC:7662","https://search.clinicalgenome.org/kb/genes/HGNC:7662","granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 3","MONDO:0013507","https://search.clinicalgenome.org/kb/conditions/MONDO:0013507","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7662","Dosage Working Group","","","","","",""
"NCKAP1","HGNC:7666","https://search.clinicalgenome.org/kb/genes/HGNC:7666","complex neurodevelopmental disorder","MONDO:0100038","https://search.clinicalgenome.org/kb/conditions/MONDO:0100038","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/27/2017)","0 - No Evidence for Triplosensitivity (12/27/2017)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7666","Dosage Working Group","definitive evidence (12/06/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bd76936d-edb5-4c9b-9727-eb8e568f3ed2-2023-12-06T070000.000Z","Intellectual Disability and Autism","","",""
"NDE1","HGNC:17619","https://search.clinicalgenome.org/kb/genes/HGNC:17619","microcephaly with lissencephaly and/or hydranencephaly","MONDO:0700116","https://search.clinicalgenome.org/kb/conditions/MONDO:0700116","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (04/29/2016)","0 - No Evidence for Triplosensitivity (04/29/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17619","Dosage Working Group","definitive evidence (12/10/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1661eceb-99dd-41d1-9253-6378595732cb-2024-12-10T180000.000Z","Brain Malformations","","",""
